participant.code,round_no,participant.scenario,response,participant.treatment,neighbors,initially_neutral,response_change,response_delta
ezcg6a3o,5,s4_n,-1.0,AC_n,"0, 1, 1",Non-Neutral,0.0,0.0
ezcg6a3o,6,s4_n,0.0,AC_n,"0, 1, -1",Non-Neutral,1.0,1.0
ezcg6a3o,7,s4_n,0.0,AC_n,"0, -1, 0",Non-Neutral,0.0,0.0
ezcg6a3o,8,s4_n,0.0,AC_n,"0, 0, 0",Non-Neutral,0.0,0.0
ezcg6a3o,9,s4_n,0.0,AC_n,"0, 0, 1",Non-Neutral,0.0,0.0
ezcg6a3o,10,s4_n,-1.0,AC_n,"-1, -1, 1",Non-Neutral,-1.0,1.0
f8nuki5x,1,s4_n,0.0,C_n,"0, 0, 0",Neutral,0.0,0.0
f8nuki5x,2,s4_n,1.0,C_n,"1, 1, 1",Neutral,1.0,1.0
f8nuki5x,3,s4_n,1.0,C_n,"1, 0, 1",Neutral,0.0,0.0
f8nuki5x,4,s4_n,0.0,C_n,"0, -1, 0",Neutral,-1.0,1.0
f8nuki5x,5,s4_n,-1.0,C_n,"1, -1, -1",Neutral,-1.0,1.0
f8nuki5x,6,s4_n,-1.0,C_n,"-1, -1, -1",Neutral,0.0,0.0
f8nuki5x,7,s4_n,0.0,C_n,"0, 1, -1",Neutral,1.0,1.0
f8nuki5x,8,s4_n,-1.0,C_n,"0, -1, -1",Neutral,-1.0,1.0
f8nuki5x,9,s4_n,1.0,C_n,"-1, 1, 1",Neutral,2.0,2.0
f8nuki5x,10,s4_n,0.0,C_n,"0, 1, 0",Neutral,-1.0,1.0
fhh9lm97,1,s2_n,1.0,NO_n,"1, 1, 0",Non-Neutral,0.0,0.0
fhh9lm97,2,s2_n,1.0,NO_n,"1, 0, 0",Non-Neutral,0.0,0.0
fhh9lm97,3,s2_n,1.0,NO_n,"0, 0, -1",Non-Neutral,0.0,0.0
fhh9lm97,4,s2_n,1.0,NO_n,"-1, -1, 1",Non-Neutral,0.0,0.0
fhh9lm97,5,s2_n,1.0,NO_n,"-1, 1, 1",Non-Neutral,0.0,0.0
fhh9lm97,6,s2_n,1.0,NO_n,"0, 0, 0",Non-Neutral,0.0,0.0
fhh9lm97,7,s2_n,1.0,NO_n,"-1, -1, -1",Non-Neutral,0.0,0.0
fhh9lm97,8,s2_n,1.0,NO_n,"-1, 1, 0",Non-Neutral,0.0,0.0
fhh9lm97,9,s2_n,1.0,NO_n,"-1, 0, -1",Non-Neutral,0.0,0.0
fhh9lm97,10,s2_n,1.0,NO_n,"1, 1, 1",Non-Neutral,0.0,0.0
fn0p14ie,1,s9_p,1.0,C_p,"1, 1, 1",Non-Neutral,0.0,0.0
fn0p14ie,2,s9_p,1.0,C_p,"1, 1, -1",Non-Neutral,0.0,0.0
fn0p14ie,3,s9_p,-1.0,C_p,"-1, -1, 0",Non-Neutral,-2.0,2.0
fn0p14ie,4,s9_p,-1.0,C_p,"1, -1, -1",Non-Neutral,0.0,0.0
fn0p14ie,5,s9_p,0.0,C_p,"-1, 0, 0",Non-Neutral,1.0,1.0
fn0p14ie,6,s9_p,0.0,C_p,"0, 0, 1",Non-Neutral,0.0,0.0
fn0p14ie,7,s9_p,0.0,C_p,"0, 0, 0",Non-Neutral,0.0,0.0
fn0p14ie,8,s9_p,-1.0,C_p,"-1, -1, -1",Non-Neutral,-1.0,1.0
fn0p14ie,9,s9_p,1.0,C_p,"1, 1, 0",Non-Neutral,2.0,2.0
fn0p14ie,10,s9_p,1.0,C_p,"0, -1, 1",Non-Neutral,0.0,0.0
g0tfkm0w,1,s2_p,1.0,NO_p,"1, 0, 1",Non-Neutral,0.0,0.0
g0tfkm0w,2,s2_p,0.0,NO_p,"1, -1, -1",Non-Neutral,-1.0,1.0
g0tfkm0w,3,s2_p,0.0,NO_p,"0, -1, 1",Non-Neutral,0.0,0.0
g0tfkm0w,4,s2_p,0.0,NO_p,"1, 0, 0",Non-Neutral,0.0,0.0
g0tfkm0w,5,s2_p,1.0,NO_p,"1, 1, 1",Non-Neutral,1.0,1.0
g0tfkm0w,6,s2_p,0.0,NO_p,"0, 0, -1",Non-Neutral,-1.0,1.0
g0tfkm0w,7,s2_p,0.0,NO_p,"-1, -1, 0",Non-Neutral,0.0,0.0
g0tfkm0w,8,s2_p,0.0,NO_p,"-1, -1, -1",Non-Neutral,0.0,0.0
g0tfkm0w,9,s2_p,0.0,NO_p,"0, 0, 0",Non-Neutral,0.0,0.0
g0tfkm0w,10,s2_p,0.0,NO_p,"1, -1, 1",Non-Neutral,0.0,0.0
gd7917qx,1,s9_p,1.0,C_p,"0, 1, -1",Non-Neutral,0.0,0.0
gd7917qx,2,s9_p,1.0,C_p,"1, 1, 0",Non-Neutral,0.0,0.0
gd7917qx,3,s9_p,1.0,C_p,"1, -1, -1",Non-Neutral,0.0,0.0
gd7917qx,4,s9_p,1.0,C_p,"0, 0, -1",Non-Neutral,0.0,0.0
gd7917qx,5,s9_p,1.0,C_p,"-1, -1, -1",Non-Neutral,0.0,0.0
gd7917qx,6,s9_p,1.0,C_p,"-1, 1, 1",Non-Neutral,0.0,0.0
gd7917qx,7,s9_p,1.0,C_p,"0, 0, 0",Non-Neutral,0.0,0.0
gd7917qx,8,s9_p,1.0,C_p,"1, 1, 1",Non-Neutral,0.0,0.0
gd7917qx,9,s9_p,1.0,C_p,"1, 0, 0",Non-Neutral,0.0,0.0
gd7917qx,10,s9_p,1.0,C_p,"-1, 0, -1",Non-Neutral,0.0,0.0
gvjieukk,1,s2_n,0.0,C_n,"0, -1, -1",Neutral,0.0,0.0
gvjieukk,2,s2_n,0.0,C_n,"-1, -1, -1",Neutral,0.0,0.0
gvjieukk,3,s2_n,0.0,C_n,"0, 0, 1",Neutral,0.0,0.0
gvjieukk,4,s2_n,1.0,C_n,"1, 1, 1",Neutral,1.0,1.0
gvjieukk,5,s2_n,0.0,C_n,"1, 0, 1",Neutral,-1.0,1.0
gvjieukk,6,s2_n,0.0,C_n,"1, 1, -1",Neutral,0.0,0.0
gvjieukk,7,s2_n,0.0,C_n,"0, -1, 1",Neutral,0.0,0.0
gvjieukk,8,s2_n,0.0,C_n,"-1, 1, -1",Neutral,0.0,0.0
gvjieukk,9,s2_n,0.0,C_n,"0, 0, 0",Neutral,0.0,0.0
gvjieukk,10,s2_n,0.0,C_n,"0, -1, 0",Neutral,0.0,0.0
gvrl2hdm,1,s9_n,0.0,AC_n,"1, 1, 1",Non-Neutral,-1.0,1.0
gvrl2hdm,2,s9_n,-1.0,AC_n,"1, 0, 0",Non-Neutral,-1.0,1.0
gvrl2hdm,3,s9_n,0.0,AC_n,"-1, -1, -1",Non-Neutral,1.0,1.0
gvrl2hdm,4,s9_n,0.0,AC_n,"-1, -1, 1",Non-Neutral,0.0,0.0
gvrl2hdm,5,s9_n,0.0,AC_n,"1, 0, -1",Non-Neutral,0.0,0.0
gvrl2hdm,6,s9_n,-1.0,AC_n,"0, 0, 0",Non-Neutral,-1.0,1.0
gvrl2hdm,7,s9_n,1.0,AC_n,"-1, 0, -1",Non-Neutral,2.0,2.0
gvrl2hdm,8,s9_n,0.0,AC_n,"1, -1, 1",Non-Neutral,-1.0,1.0
gvrl2hdm,9,s9_n,-1.0,AC_n,"1, 0, 1",Non-Neutral,-1.0,1.0
gvrl2hdm,10,s9_n,1.0,AC_n,"-1, 0, 0",Non-Neutral,2.0,2.0
h299jdkv,1,s2_n,0.0,AC_n,"0, 1, 1",Neutral,0.0,0.0
h299jdkv,2,s2_n,0.0,AC_n,"0, 0, 0",Neutral,0.0,0.0
h299jdkv,3,s2_n,0.0,AC_n,"0, 1, 0",Neutral,0.0,0.0
h299jdkv,4,s2_n,0.0,AC_n,"1, 1, 1",Neutral,0.0,0.0
h299jdkv,5,s2_n,0.0,AC_n,"-1, -1, -1",Neutral,0.0,0.0
h299jdkv,6,s2_n,0.0,AC_n,"1, -1, -1",Neutral,0.0,0.0
h299jdkv,7,s2_n,0.0,AC_n,"0, -1, 0",Neutral,0.0,0.0
h299jdkv,8,s2_n,0.0,AC_n,"-1, 1, 1",Neutral,0.0,0.0
h299jdkv,9,s2_n,0.0,AC_n,"-1, -1, 0",Neutral,0.0,0.0
h299jdkv,10,s2_n,0.0,AC_n,"0, 1, -1",Neutral,0.0,0.0
h8dqiajp,1,s2_n,1.0,AC_n,"[-1, -1, 0]",Non-Neutral,0.0,0.0
h8dqiajp,2,s2_n,1.0,AC_n,"[-1, -1, -1]",Non-Neutral,0.0,0.0
h8dqiajp,3,s2_n,1.0,AC_n,"[0, -1, 1]",Non-Neutral,0.0,0.0
h8dqiajp,4,s2_n,1.0,AC_n,"[-1, 0, 0]",Non-Neutral,0.0,0.0
h8dqiajp,5,s2_n,1.0,AC_n,"[1, 0, 0]",Non-Neutral,0.0,0.0
h8dqiajp,6,s2_n,1.0,AC_n,"[0, 0, 0]",Non-Neutral,0.0,0.0
h8dqiajp,7,s2_n,1.0,AC_n,"[0, 1, 1]",Non-Neutral,0.0,0.0
h8dqiajp,8,s2_n,-1.0,AC_n,"[1, 1, 1]",Non-Neutral,-2.0,2.0
h8dqiajp,9,s2_n,0.0,AC_n,"[1, -1, 1]",Non-Neutral,1.0,1.0
h8dqiajp,10,s2_n,0.0,AC_n,"[-1, -1, 1]",Non-Neutral,0.0,0.0
hfm6hm70,1,s9_n,-1.0,NO_n,"-1, -1, -1",Non-Neutral,0.0,0.0
hfm6hm70,2,s9_n,-1.0,NO_n,"-1, 0, 0",Non-Neutral,0.0,0.0
hfm6hm70,3,s9_n,1.0,NO_n,"1, 0, 1",Non-Neutral,2.0,2.0
hfm6hm70,4,s9_n,1.0,NO_n,"1, 1, 1",Non-Neutral,0.0,0.0
hfm6hm70,5,s9_n,1.0,NO_n,"-1, 1, 1",Non-Neutral,0.0,0.0
hfm6hm70,6,s9_n,1.0,NO_n,"0, 1, 0",Non-Neutral,0.0,0.0
hfm6hm70,7,s9_n,1.0,NO_n,"-1, -1, 1",Non-Neutral,0.0,0.0
hfm6hm70,8,s9_n,1.0,NO_n,"0, 1, -1",Non-Neutral,0.0,0.0
hfm6hm70,9,s9_n,-1.0,NO_n,"0, -1, -1",Non-Neutral,-2.0,2.0
hfm6hm70,10,s9_n,-1.0,NO_n,"0, 0, 0",Non-Neutral,0.0,0.0
hmuh8wc5,1,s2_n,1.0,NO_n,"[1, 1, -1]",Non-Neutral,0.0,0.0
hmuh8wc5,2,s2_n,1.0,NO_n,"[0, 0, 1]",Non-Neutral,0.0,0.0
hmuh8wc5,3,s2_n,1.0,NO_n,"[1, 1, 1]",Non-Neutral,0.0,0.0
hmuh8wc5,4,s2_n,1.0,NO_n,"[1, 0, 1]",Non-Neutral,0.0,0.0
hmuh8wc5,5,s2_n,-1.0,NO_n,"[0, -1, -1]",Non-Neutral,-2.0,2.0
hmuh8wc5,6,s2_n,-1.0,NO_n,"[-1, -1, 1]",Non-Neutral,0.0,0.0
hmuh8wc5,7,s2_n,0.0,NO_n,"[-1, 1, 0]",Non-Neutral,1.0,1.0
hmuh8wc5,8,s2_n,0.0,NO_n,"[0, 0, 0]",Non-Neutral,0.0,0.0
hmuh8wc5,9,s2_n,-1.0,NO_n,"[-1, -1, -1]",Non-Neutral,-1.0,1.0
hmuh8wc5,10,s2_n,0.0,NO_n,"[-1, 0, 0]",Non-Neutral,1.0,1.0
j7rq2bh9,1,s4_n,0.0,C_n,"1, 0, 0",Neutral,0.0,0.0
j7rq2bh9,2,s4_n,1.0,C_n,"0, -1, 0",Neutral,1.0,1.0
j7rq2bh9,3,s4_n,0.0,C_n,"-1, -1, -1",Neutral,-1.0,1.0
j7rq2bh9,4,s4_n,-1.0,C_n,"-1, 1, 0",Neutral,-1.0,1.0
j7rq2bh9,5,s4_n,1.0,C_n,"0, 0, 0",Neutral,2.0,2.0
j7rq2bh9,6,s4_n,1.0,C_n,"1, 1, 1",Neutral,0.0,0.0
j7rq2bh9,7,s4_n,-1.0,C_n,"0, -1, -1",Neutral,-2.0,2.0
j7rq2bh9,8,s4_n,1.0,C_n,"1, 0, 1",Neutral,2.0,2.0
j7rq2bh9,9,s4_n,-1.0,C_n,"1, -1, -1",Neutral,-2.0,2.0
j7rq2bh9,10,s4_n,1.0,C_n,"1, -1, 1",Neutral,2.0,2.0
jdnqtnoy,1,s9_p,-1.0,C_p,"-1, -1, -1",Non-Neutral,-2.0,2.0
jdnqtnoy,2,s9_p,0.0,C_p,"1, 0, 0",Non-Neutral,1.0,1.0
jdnqtnoy,3,s9_p,1.0,C_p,"1, -1, 0",Non-Neutral,1.0,1.0
jdnqtnoy,4,s9_p,0.0,C_p,"0, 0, -1",Non-Neutral,-1.0,1.0
jdnqtnoy,5,s9_p,1.0,C_p,"1, 1, -1",Non-Neutral,1.0,1.0
jdnqtnoy,6,s9_p,0.0,C_p,"0, 0, 0",Non-Neutral,-1.0,1.0
jdnqtnoy,7,s9_p,1.0,C_p,"1, 1, 1",Non-Neutral,1.0,1.0
jdnqtnoy,8,s9_p,-1.0,C_p,"1, -1, -1",Non-Neutral,-2.0,2.0
jdnqtnoy,9,s9_p,-1.0,C_p,"-1, -1, 0",Non-Neutral,0.0,0.0
jdnqtnoy,10,s9_p,1.0,C_p,"1, 1, 0",Non-Neutral,2.0,2.0
kgls7k04,1,s9_p,0.0,C_p,"-1, 0, 0",Non-Neutral,-1.0,1.0
kgls7k04,2,s9_p,0.0,C_p,"0, 1, 0",Non-Neutral,0.0,0.0
kgls7k04,3,s9_p,1.0,C_p,"1, 1, 0",Non-Neutral,1.0,1.0
kgls7k04,4,s9_p,0.0,C_p,"0, 0, 0",Non-Neutral,-1.0,1.0
kgls7k04,5,s9_p,-1.0,C_p,"-1, -1, 0",Non-Neutral,-1.0,1.0
kgls7k04,6,s9_p,1.0,C_p,"1, 1, -1",Non-Neutral,2.0,2.0
kgls7k04,7,s9_p,1.0,C_p,"1, 1, 1",Non-Neutral,0.0,0.0
kgls7k04,8,s9_p,-1.0,C_p,"-1, -1, 1",Non-Neutral,-2.0,2.0
kgls7k04,9,s9_p,-1.0,C_p,"-1, -1, -1",Non-Neutral,0.0,0.0
kgls7k04,10,s9_p,1.0,C_p,"1, 0, -1",Non-Neutral,2.0,2.0
khx6i338,1,s4_n,1.0,AC_n,"[-1, -1, 1]",Neutral,1.0,1.0
khx6i338,2,s4_n,0.0,AC_n,"[-1, -1, 0]",Neutral,-1.0,1.0
khx6i338,3,s4_n,1.0,AC_n,"[-1, -1, -1]",Neutral,1.0,1.0
khx6i338,4,s4_n,1.0,AC_n,"[1, 1, 0]",Neutral,0.0,0.0
khx6i338,5,s4_n,1.0,AC_n,"[1, -1, 1]",Neutral,0.0,0.0
khx6i338,6,s4_n,1.0,AC_n,"[0, 0, 1]",Neutral,0.0,0.0
khx6i338,7,s4_n,0.0,AC_n,"[0, -1, 0]",Neutral,-1.0,1.0
khx6i338,8,s4_n,1.0,AC_n,"[1, -1, 0]",Neutral,1.0,1.0
khx6i338,9,s4_n,0.0,AC_n,"[0, 0, 0]",Neutral,-1.0,1.0
khx6i338,10,s4_n,1.0,AC_n,"[1, 1, 1]",Neutral,1.0,1.0
kx9su8tm,1,s2_p,1.0,NO_p,"1, 1, 0",Non-Neutral,0.0,0.0
kx9su8tm,2,s2_p,1.0,NO_p,"1, 0, 0",Non-Neutral,0.0,0.0
kx9su8tm,3,s2_p,0.0,NO_p,"0, -1, -1",Non-Neutral,-1.0,1.0
kx9su8tm,4,s2_p,1.0,NO_p,"1, 1, 1",Non-Neutral,1.0,1.0
kx9su8tm,5,s2_p,1.0,NO_p,"1, -1, 1",Non-Neutral,0.0,0.0
kx9su8tm,6,s2_p,1.0,NO_p,"1, -1, 0",Non-Neutral,0.0,0.0
kx9su8tm,7,s2_p,1.0,NO_p,"-1, -1, 1",Non-Neutral,0.0,0.0
kx9su8tm,8,s2_p,0.0,NO_p,"0, 0, 0",Non-Neutral,-1.0,1.0
kx9su8tm,9,s2_p,0.0,NO_p,"0, 0, -1",Non-Neutral,0.0,0.0
kx9su8tm,10,s2_p,0.0,NO_p,"-1, -1, -1",Non-Neutral,0.0,0.0
l6hb5a3o,1,s9_p,0.0,AC_p,"1, 1, 1",Neutral,0.0,0.0
l6hb5a3o,2,s9_p,0.0,AC_p,"-1, -1, 0",Neutral,0.0,0.0
l6hb5a3o,3,s9_p,0.0,AC_p,"-1, -1, -1",Neutral,0.0,0.0
l6hb5a3o,4,s9_p,0.0,AC_p,"0, 0, 0",Neutral,0.0,0.0
l6hb5a3o,5,s9_p,0.0,AC_p,"0, -1, 1",Neutral,0.0,0.0
l6hb5a3o,6,s9_p,0.0,AC_p,"0, 0, -1",Neutral,0.0,0.0
l6hb5a3o,7,s9_p,0.0,AC_p,"1, -1, 1",Neutral,0.0,0.0
l6hb5a3o,8,s9_p,0.0,AC_p,"1, -1, -1",Neutral,0.0,0.0
l6hb5a3o,9,s9_p,0.0,AC_p,"1, 0, 0",Neutral,0.0,0.0
l6hb5a3o,10,s9_p,0.0,AC_p,"1, 1, 0",Neutral,0.0,0.0
l8kt10wh,1,s2_p,1.0,NO_p,"0, 1, 1",Non-Neutral,0.0,0.0
l8kt10wh,2,s2_p,1.0,NO_p,"-1, 1, -1",Non-Neutral,0.0,0.0
l8kt10wh,3,s2_p,1.0,NO_p,"-1, 1, 1",Non-Neutral,0.0,0.0
l8kt10wh,4,s2_p,1.0,NO_p,"1, 0, 0",Non-Neutral,0.0,0.0
l8kt10wh,5,s2_p,1.0,NO_p,"-1, 0, 0",Non-Neutral,0.0,0.0
l8kt10wh,6,s2_p,1.0,NO_p,"-1, 1, 0",Non-Neutral,0.0,0.0
l8kt10wh,7,s2_p,-1.0,NO_p,"-1, -1, -1",Non-Neutral,-2.0,2.0
l8kt10wh,8,s2_p,0.0,NO_p,"-1, 0, -1",Non-Neutral,1.0,1.0
l8kt10wh,9,s2_p,1.0,NO_p,"1, 1, 1",Non-Neutral,1.0,1.0
l8kt10wh,10,s2_p,1.0,NO_p,"0, 0, 0",Non-Neutral,0.0,0.0
lndcioss,1,s4_n,0.0,NO_n,"1, 1, -1",Neutral,0.0,0.0
lndcioss,2,s4_n,1.0,NO_n,"1, 1, 1",Neutral,1.0,1.0
lndcioss,3,s4_n,1.0,NO_n,"0, -1, 1",Neutral,0.0,0.0
lndcioss,4,s4_n,0.0,NO_n,"-1, 0, -1",Neutral,-1.0,1.0
lndcioss,5,s4_n,-1.0,NO_n,"1, -1, -1",Neutral,-1.0,1.0
lndcioss,6,s4_n,-1.0,NO_n,"0, 0, 0",Neutral,0.0,0.0
lndcioss,7,s4_n,0.0,NO_n,"0, 0, 1",Neutral,1.0,1.0
lndcioss,8,s4_n,1.0,NO_n,"1, 0, 1",Neutral,1.0,1.0
lndcioss,9,s4_n,-1.0,NO_n,"-1, -1, -1",Neutral,-2.0,2.0
lndcioss,10,s4_n,0.0,NO_n,"0, 0, -1",Neutral,1.0,1.0
lpt1g2on,1,s9_p,-1.0,C_p,"-1, 0, -1",Non-Neutral,-2.0,2.0
lpt1g2on,2,s9_p,-1.0,C_p,"-1, 1, 1",Non-Neutral,0.0,0.0
lpt1g2on,3,s9_p,1.0,C_p,"1, 1, 1",Non-Neutral,2.0,2.0
lpt1g2on,4,s9_p,1.0,C_p,"0, -1, 0",Non-Neutral,0.0,0.0
lpt1g2on,5,s9_p,1.0,C_p,"0, 0, 0",Non-Neutral,0.0,0.0
lpt1g2on,6,s9_p,1.0,C_p,"1, 0, -1",Non-Neutral,0.0,0.0
lpt1g2on,7,s9_p,1.0,C_p,"-1, -1, -1",Non-Neutral,0.0,0.0
lpt1g2on,8,s9_p,1.0,C_p,"0, 1, 0",Non-Neutral,0.0,0.0
lpt1g2on,9,s9_p,1.0,C_p,"0, 1, 1",Non-Neutral,0.0,0.0
lpt1g2on,10,s9_p,1.0,C_p,"-1, 1, -1",Non-Neutral,0.0,0.0
m6odypdm,1,s9_p,1.0,AC_p,"0, -1, 0",Non-Neutral,0.0,0.0
m6odypdm,2,s9_p,1.0,AC_p,"1, -1, 1",Non-Neutral,0.0,0.0
m6odypdm,3,s9_p,1.0,AC_p,"0, 0, 0",Non-Neutral,0.0,0.0
m6odypdm,4,s9_p,1.0,AC_p,"1, -1, -1",Non-Neutral,0.0,0.0
m6odypdm,5,s9_p,1.0,AC_p,"1, 1, 1",Non-Neutral,0.0,0.0
m6odypdm,6,s9_p,1.0,AC_p,"-1, 0, -1",Non-Neutral,0.0,0.0
m6odypdm,7,s9_p,1.0,AC_p,"0, -1, 1",Non-Neutral,0.0,0.0
m6odypdm,8,s9_p,1.0,AC_p,"-1, -1, -1",Non-Neutral,0.0,0.0
m6odypdm,9,s9_p,1.0,AC_p,"0, 1, 0",Non-Neutral,0.0,0.0
m6odypdm,10,s9_p,1.0,AC_p,"1, 0, 1",Non-Neutral,0.0,0.0
mgrd3v7v,1,s9_p,-1.0,C_p,"-1, -1, 0",Non-Neutral,-2.0,2.0
mgrd3v7v,2,s9_p,1.0,C_p,"-1, 1, 1",Non-Neutral,2.0,2.0
mgrd3v7v,3,s9_p,1.0,C_p,"1, 1, 1",Non-Neutral,0.0,0.0
mgrd3v7v,4,s9_p,-1.0,C_p,"1, -1, -1",Non-Neutral,-2.0,2.0
mgrd3v7v,5,s9_p,1.0,C_p,"1, -1, 0",Non-Neutral,2.0,2.0
mgrd3v7v,6,s9_p,-1.0,C_p,"-1, -1, -1",Non-Neutral,-2.0,2.0
mgrd3v7v,7,s9_p,0.0,C_p,"0, 0, -1",Non-Neutral,1.0,1.0
mgrd3v7v,8,s9_p,1.0,C_p,"0, 1, 1",Non-Neutral,1.0,1.0
mgrd3v7v,9,s9_p,0.0,C_p,"0, 0, 0",Non-Neutral,-1.0,1.0
mgrd3v7v,10,s9_p,-1.0,C_p,"1, 0, 0",Non-Neutral,-1.0,1.0
mo8hraf3,1,s4_p,-1.0,C_p,"0, -1, -1",Non-Neutral,0.0,0.0
mo8hraf3,2,s4_p,1.0,C_p,"1, 1, 0",Non-Neutral,2.0,2.0
mo8hraf3,3,s4_p,-1.0,C_p,"1, -1, -1",Non-Neutral,-2.0,2.0
mo8hraf3,4,s4_p,1.0,C_p,"1, 1, 1",Non-Neutral,2.0,2.0
mo8hraf3,5,s4_p,0.0,C_p,"1, 0, -1",Non-Neutral,-1.0,1.0
mo8hraf3,6,s4_p,1.0,C_p,"1, -1, 1",Non-Neutral,1.0,1.0
mo8hraf3,7,s4_p,-1.0,C_p,"-1, -1, -1",Non-Neutral,-2.0,2.0
mo8hraf3,8,s4_p,0.0,C_p,"0, 0, -1",Non-Neutral,1.0,1.0
mo8hraf3,9,s4_p,0.0,C_p,"1, 0, 0",Non-Neutral,0.0,0.0
mo8hraf3,10,s4_p,0.0,C_p,"0, 0, 0",Non-Neutral,0.0,0.0
ms8htpnx,1,s2_p,0.0,AC_p,"-1, 0, 0",Neutral,0.0,0.0
ms8htpnx,2,s2_p,1.0,AC_p,"1, -1, 0",Neutral,1.0,1.0
ms8htpnx,3,s2_p,1.0,AC_p,"-1, 1, 1",Neutral,0.0,0.0
ms8htpnx,4,s2_p,0.0,AC_p,"-1, 0, -1",Neutral,-1.0,1.0
ms8htpnx,5,s2_p,1.0,AC_p,"0, 0, 0",Neutral,1.0,1.0
ms8htpnx,6,s2_p,1.0,AC_p,"0, 0, 1",Neutral,0.0,0.0
ms8htpnx,7,s2_p,0.0,AC_p,"-1, -1, -1",Neutral,-1.0,1.0
ms8htpnx,8,s2_p,1.0,AC_p,"1, 1, 1",Neutral,1.0,1.0
ms8htpnx,9,s2_p,1.0,AC_p,"1, 1, 0",Neutral,0.0,0.0
ms8htpnx,10,s2_p,1.0,AC_p,"-1, 1, -1",Neutral,0.0,0.0
msz9lkpd,1,s9_p,0.0,C_p,"0, 1, 0",Non-Neutral,1.0,1.0
msz9lkpd,2,s9_p,1.0,C_p,"1, 1, 1",Non-Neutral,1.0,1.0
msz9lkpd,3,s9_p,1.0,C_p,"0, 1, -1",Non-Neutral,0.0,0.0
msz9lkpd,4,s9_p,-1.0,C_p,"-1, -1, -1",Non-Neutral,-2.0,2.0
msz9lkpd,5,s9_p,1.0,C_p,"0, 1, 1",Non-Neutral,2.0,2.0
msz9lkpd,6,s9_p,-1.0,C_p,"-1, 0, 0",Non-Neutral,-2.0,2.0
msz9lkpd,7,s9_p,-1.0,C_p,"-1, -1, 0",Non-Neutral,0.0,0.0
msz9lkpd,8,s9_p,1.0,C_p,"1, 1, -1",Non-Neutral,2.0,2.0
msz9lkpd,9,s9_p,0.0,C_p,"0, 0, 0",Non-Neutral,-1.0,1.0
msz9lkpd,10,s9_p,-1.0,C_p,"-1, -1, 1",Non-Neutral,-1.0,1.0
n09tnnyt,1,s9_n,0.0,C_n,"-1, -1, 0",Neutral,0.0,0.0
n09tnnyt,2,s9_n,0.0,C_n,"0, 1, 0",Neutral,0.0,0.0
n09tnnyt,3,s9_n,1.0,C_n,"1, 1, 0",Neutral,1.0,1.0
n09tnnyt,4,s9_n,0.0,C_n,"-1, -1, -1",Neutral,-1.0,1.0
n09tnnyt,5,s9_n,0.0,C_n,"0, -1, 0",Neutral,0.0,0.0
n09tnnyt,6,s9_n,0.0,C_n,"-1, -1, 1",Neutral,0.0,0.0
n09tnnyt,7,s9_n,-1.0,C_n,"0, 0, 0",Neutral,-1.0,1.0
n09tnnyt,8,s9_n,1.0,C_n,"1, 1, -1",Neutral,2.0,2.0
n09tnnyt,9,s9_n,1.0,C_n,"1, 1, 1",Neutral,0.0,0.0
n09tnnyt,10,s9_n,-1.0,C_n,"0, -1, 1",Neutral,-2.0,2.0
nips6aqe,1,s4_p,0.0,C_p,"-1, 0, -1",Neutral,0.0,0.0
nips6aqe,2,s4_p,0.0,C_p,"0, 0, 0",Neutral,0.0,0.0
nips6aqe,3,s4_p,0.0,C_p,"-1, 1, -1",Neutral,0.0,0.0
nips6aqe,4,s4_p,0.0,C_p,"-1, -1, -1",Neutral,0.0,0.0
nips6aqe,5,s4_p,0.0,C_p,"0, -1, 0",Neutral,0.0,0.0
nips6aqe,6,s4_p,0.0,C_p,"0, 1, 1",Neutral,0.0,0.0
nips6aqe,7,s4_p,0.0,C_p,"1, -1, 0",Neutral,0.0,0.0
nips6aqe,8,s4_p,0.0,C_p,"0, 0, 1",Neutral,0.0,0.0
nips6aqe,9,s4_p,0.0,C_p,"1, 1, -1",Neutral,0.0,0.0
nips6aqe,10,s4_p,1.0,C_p,"1, 1, 1",Neutral,1.0,1.0
nnqz4sef,1,s4_n,0.0,NO_n,"0, 0, 0",Non-Neutral,-1.0,1.0
nnqz4sef,2,s4_n,1.0,NO_n,"0, 1, -1",Non-Neutral,1.0,1.0
nnqz4sef,3,s4_n,1.0,NO_n,"1, -1, 1",Non-Neutral,0.0,0.0
nnqz4sef,4,s4_n,0.0,NO_n,"0, 1, 0",Non-Neutral,-1.0,1.0
nnqz4sef,5,s4_n,0.0,NO_n,"-1, 1, -1",Non-Neutral,0.0,0.0
nnqz4sef,6,s4_n,1.0,NO_n,"0, 1, 1",Non-Neutral,1.0,1.0
nnqz4sef,7,s4_n,0.0,NO_n,"-1, -1, -1",Non-Neutral,-1.0,1.0
nnqz4sef,8,s4_n,1.0,NO_n,"1, 1, 1",Non-Neutral,1.0,1.0
nnqz4sef,9,s4_n,0.0,NO_n,"-1, -1, 0",Non-Neutral,-1.0,1.0
nnqz4sef,10,s4_n,1.0,NO_n,"0, 0, -1",Non-Neutral,1.0,1.0
nvctek87,1,s4_p,0.0,NO_p,"[0, 0, 0]",Neutral,0.0,0.0
nvctek87,2,s4_p,0.0,NO_p,"[0, -1, 0]",Neutral,0.0,0.0
